,codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_tipo,ocorrencia_tipo_categoria,ocorrencia_cidade,coordenadas_cidade,longitude_cidade,latitude_cidade,altitude_cidade,ocorrencia_uf,ocorrencia_estado,regiao,ocorrencia_dia,total_aeronaves_envolvidas,ocorrencia_saida_pista,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total,ocorrencia_fatalidade
2296,66717,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2017-05-08,1,NÃO,PRMHG,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2007.0,BRASIL,AVIÃO,REGULAR,CONGONHAS,MINISTRO VICTOR KONDER,SUBIDA,REGULAR,NENHUM,0,NÃO
2297,66807,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2017-05-31,1,NÃO,PRGIH,REGULAR,AVIÃO,BOEING COMPANY,737-76N,B737,JATO,BIMOTOR,153.0,2004.0,BRASIL,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,NENHUM,0,NÃO
2298,66916,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2017-04-17,1,NÃO,PRTTW,REGULAR,AVIÃO,BOEING COMPANY,727-225,B722,JATO,TRIMOTOR,5.0,1980.0,BRASIL,AVIÃO,REGULAR,SALGADO FILHO,GOVERNADOR ANDRÉ FRANCO MONTORO,CRUZEIRO,REGULAR,NENHUM,0,NÃO
2299,67008,INCIDENTE,OUTROS,OUTROS,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2017-07-17,1,NÃO,PRONW,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,172.0,0.0,BRASIL,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,HERCÍLIO LUZ,TÁXI,REGULAR,NENHUM,0,NÃO
2300,67047,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2017-07-16,1,NÃO,PRMAP,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,166.0,2002.0,BRASIL,AVIÃO,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,AEROPORTO INTERNACIONAL DE SANTIAGO,SUBIDA,REGULAR,NENHUM,0,NÃO
2301,67086,INCIDENTE,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2017-08-01,1,NÃO,PRMHA,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2006.0,BRASIL,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,ZUMBI DOS PALMARES,SUBIDA,REGULAR,NENHUM,0,NÃO
2302,77501,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2017-09-21,1,NÃO,PTEUX,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-820C CARAJA,PAT4,TURBOÉLICE,BIMOTOR,7.0,1979.0,BRASIL,AVIÃO,TÁXI AÉREO,GOVERNADOR JOSÉ RICHA,GOVERNADOR ANDRÉ FRANCO MONTORO,POUSO,TÁXI AÉREO,NENHUM,0,NÃO
2303,77515,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2017-09-17,1,NÃO,PRGIU,REGULAR,AVIÃO,BOEING COMPANY,737-809,B738,JATO,BIMOTOR,187.0,1998.0,BRASIL,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,NENHUM,0,NÃO
2304,77614,INCIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2018-01-05,1,NÃO,PRAVQ,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,172.0,2011.0,BRASIL,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,GUARARAPES - GILBERTO FREYRE,DECOLAGEM,REGULAR,NENHUM,0,NÃO
2305,77632,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2018-01-12,1,NÃO,PRTTW,REGULAR,AVIÃO,BOEING COMPANY,727-225,B722,JATO,TRIMOTOR,5.0,1980.0,BRASIL,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,SALGADO FILHO,CRUZEIRO,REGULAR,NENHUM,0,NÃO
2306,77643,INCIDENTE,FALHA DO MOTOR NO SOLO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR NO SOLO,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2018-01-17,1,NÃO,PROBJ,REGULAR,VEICULO DESCONHECIDO,FABRICANTE DESCONHECIDO,MODELO DESCONHECIDO,ICAO DESCONHECIDO,TIPO MOTOR DESCONHECIDO,QTD MOTOR DESCONHECIDO,1.0,ANO FAB DESCONHECIDO,BRASIL,REGISTRO CATEG DESCONHECIDO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,GUARARAPES - GILBERTO FREYRE,DECOLAGEM,REGULAR,LEVE,0,NÃO
2307,77702,INCIDENTE,AERONAVE ATINGIDA POR OBJETO,OUTROS | AERONAVE ATINGIDA POR OBJETO,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2018-03-01,1,NÃO,PRYRL,REGULAR,VEICULO DESCONHECIDO,FABRICANTE DESCONHECIDO,MODELO DESCONHECIDO,ICAO DESCONHECIDO,TIPO MOTOR DESCONHECIDO,QTD MOTOR DESCONHECIDO,1.0,ANO FAB DESCONHECIDO,BRASIL,REGISTRO CATEG DESCONHECIDO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,PRESIDENTE JUSCELINO KUBITSCHEK,PUSHBACK,REGULAR,LEVE,0,NÃO
2308,77978,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2018-06-16,1,NÃO,PRTTP,REGULAR,AVIÃO,BOEING COMPANY,727-2M7,B722,JATO,TRIMOTOR,7.0,1978.0,BRASIL,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,AFONSO PENA,DECOLAGEM,REGULAR,NENHUM,0,NÃO
2309,78163,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2018-08-29,1,NÃO,PRSDG,NÃO REGULAR,AVIÃO,BOEING COMPANY,737-33A,B733,JATO,BIMOTOR,153.0,1991.0,BRASIL,AVIÃO,NÃO REGULAR,AFONSO PENA,GOVERNADOR ANDRÉ FRANCO MONTORO,CRUZEIRO,NÃO REGULAR,NENHUM,0,NÃO
2310,78187,INCIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2018-09-15,1,NÃO,PROCH,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,172.0,2015.0,BRASIL,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,PINTO MARTINS,SUBIDA,REGULAR,LEVE,0,NÃO
2311,78354,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2018-12-10,1,NÃO,FGSQM,REGULAR,AVIÃO,BOEING COMPANY,777-328ER,B777,JATO,BIMOTOR,382.0,2006.0,NÃO IDENTIFICADO,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,CHARLES DE GAULLE,DECOLAGEM,REGULAR,NENHUM,0,NÃO
2312,78360,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2018-12-02,1,NÃO,PTONX,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,310R,C310,PISTÃO,BIMOTOR,6.0,1979.0,BRASIL,AVIÃO,PARTICULAR,PROFESSOR ERIBERTO MANOEL REINO,GOVERNADOR ANDRÉ FRANCO MONTORO,APROXIMAÇÃO FINAL,PRIVADA,NENHUM,0,NÃO
2313,78387,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2018-12-26,1,NÃO,PRTYD,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2013.0,BRASIL,AVIÃO,REGULAR,TANCREDO NEVES,CONGONHAS,CRUZEIRO,REGULAR,NENHUM,0,NÃO
2314,78406,INCIDENTE,F.O.D.,OUTROS | F.O.D.,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2018-12-30,1,NÃO,PRONS,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,172.0,2013.0,BRASIL,AVIÃO,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,GOVERNADOR ANDRÉ FRANCO MONTORO,INDETERMINADA,REGULAR,LEVE,0,NÃO
2315,78410,INCIDENTE,FOGO NO SOLO,FOGO/FUMAÇA (SEM IMPACTO) | FOGO NO SOLO,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2018-12-27,1,NÃO,*****,OPERADOR DESCONHECIDO,VEICULO DESCONHECIDO,FABRICANTE DESCONHECIDO,MODELO DESCONHECIDO,ICAO DESCONHECIDO,TIPO MOTOR DESCONHECIDO,QTD MOTOR DESCONHECIDO,1.0,ANO FAB DESCONHECIDO,BRASIL,REGISTRO CATEG DESCONHECIDO,REGULAR,AEROPUERTO INTERNACIONAL MINISTRO PISTARINI,GOVERNADOR ANDRÉ FRANCO MONTORO,ESTACIONAMENTO,REGULAR,LEVE,0,NÃO
2316,78538,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2019-02-17,1,NÃO,PTXPB,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A321-211,A321,JATO,BIMOTOR,171.0,2014.0,BRASIL,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,SALGADO FILHO,CRUZEIRO,REGULAR,NENHUM,0,NÃO
2317,78553,INCIDENTE,COMBUSTÍVEL,COMBUSTÍVEL,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2019-02-24,1,NÃO,*****,REGULAR,VEICULO DESCONHECIDO,FABRICANTE DESCONHECIDO,MODELO DESCONHECIDO,ICAO DESCONHECIDO,TIPO MOTOR DESCONHECIDO,QTD MOTOR DESCONHECIDO,1.0,ANO FAB DESCONHECIDO,BRASIL,REGISTRO CATEG DESCONHECIDO,REGULAR,JORGE NEWBERY AIRFIELD,HERCÍLIO LUZ,DESCIDA,REGULAR,NENHUM,0,NÃO
2318,78554,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2019-02-24,1,NÃO,PTOEX,PARTICULAR,AVIÃO,DASSAULT AVIATION,FALCON 900,F900,JATO,TRIMOTOR,14.0,1990.0,BRASIL,AVIÃO,PARTICULAR,AEROPORTO INTERNACIONAL DE CARRASCO - GENERAL CESARIO L BERISSO,GOVERNADOR ANDRÉ FRANCO MONTORO,APROXIMAÇÃO FINAL,PRIVADA,NENHUM,0,NÃO
2319,78580,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2019-03-09,1,NÃO,PRGGE,REGULAR,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,197.0,2008.0,BRASIL,AVIÃO,REGULAR,GOVERNADOR ALUÍZIO ALVES,GOVERNADOR ANDRÉ FRANCO MONTORO,DESCIDA,REGULAR,NENHUM,0,NÃO
2320,78588,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2019-03-13,1,NÃO,PTTMO,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A319-132,A319,JATO,BIMOTOR,0.0,2011.0,BRASIL,AVIÃO,REGULAR,CONGONHAS,MINISTRO VICTOR KONDER,SUBIDA,REGULAR,NENHUM,0,NÃO
2321,78683,INCIDENTE,MANOBRA ABRUPTA,MANOBRA ABRUPTA,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2019-04-21,1,NÃO,PRONL,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,172.0,2012.0,BRASIL,AVIÃO,REGULAR,CAMPO GRANDE,GOVERNADOR ANDRÉ FRANCO MONTORO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0,NÃO
2322,78684,INCIDENTE,FOGO NO SOLO,FOGO/FUMAÇA (SEM IMPACTO) | FOGO NO SOLO,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2019-04-20,1,NÃO,*****,REGULAR,VEICULO DESCONHECIDO,FABRICANTE DESCONHECIDO,MODELO DESCONHECIDO,ICAO DESCONHECIDO,TIPO MOTOR DESCONHECIDO,QTD MOTOR DESCONHECIDO,1.0,ANO FAB DESCONHECIDO,BRASIL,REGISTRO CATEG DESCONHECIDO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,NIVEL DANO DESCONHECIDO,0,NÃO
2323,78702,INCIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2019-05-20,1,NÃO,PRMAP,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,166.0,2002.0,BRASIL,AVIÃO,REGULAR,AEROPUERTO INTERNACIONAL ROSARIO ISLAS MALVINAS,GOVERNADOR ANDRÉ FRANCO MONTORO,CRUZEIRO,REGULAR,LEVE,0,NÃO
2324,78704,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2019-05-20,1,NÃO,PTMXI,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A321-231,A321,JATO,BIMOTOR,232.0,2011.0,BRASIL,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,GUARARAPES - GILBERTO FREYRE,DECOLAGEM,REGULAR,LEVE,0,NÃO
2325,78810,INCIDENTE,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)","GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)",GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2019-05-04,1,NÃO,*****,OPERADOR DESCONHECIDO,VEICULO DESCONHECIDO,FABRICANTE DESCONHECIDO,MODELO DESCONHECIDO,ICAO DESCONHECIDO,TIPO MOTOR DESCONHECIDO,QTD MOTOR DESCONHECIDO,1.0,ANO FAB DESCONHECIDO,BRASIL,REGISTRO CATEG DESCONHECIDO,REGISTRO SEG DESCONHECIDO,JORGE NEWBERY AIRFIELD,GOVERNADOR ANDRÉ FRANCO MONTORO,TÁXI,REGULAR,NENHUM,0,NÃO
2326,78942,INCIDENTE,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)","GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)",GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2019-09-22,1,NÃO,PRMYM,OPERADOR DESCONHECIDO,AVIÃO,AIRBUS INDUSTRIE,A319-112,A319,JATO,BIMOTOR,154.0,2011.0,BRASIL,AVIÃO,REGULAR,VOO ORIG DESCONHECIDO,VOO DEST DESCONHECIDO,CRUZEIRO,TIPO OP DESCONHECIDO,NENHUM,0,NÃO
2327,78971,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2019-10-16,1,NÃO,PRAKA,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,0.0,2015.0,BRASIL,AVIÃO,REGULAR,VOO ORIG DESCONHECIDO,VOO DEST DESCONHECIDO,FASE OP DESCONHECIDO,TIPO OP DESCONHECIDO,NENHUM,0,NÃO
2328,78999,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2019-11-01,1,NÃO,PTYRC,OPERADOR DESCONHECIDO,HELICÓPTERO,BELL HELICOPTER,206B,B06,TURBOEIXO,MONOMOTOR,5.0,1995.0,BRASIL,HELICÓPTERO,MÚLTIPLA,VOO ORIG DESCONHECIDO,VOO DEST DESCONHECIDO,ESTACIONAMENTO,TIPO OP DESCONHECIDO,NENHUM,0,NÃO
2329,79087,INCIDENTE,FALHA DO MOTOR NO SOLO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR NO SOLO,GUARULHOS,"-46.5310840856611,-23.4685059993102,776.358062",-46.5310840856611,-23.4685059993102,776.358062,SP,São Paulo,Localizado na Região Sudeste,2019-09-11,1,NÃO,PRMYK,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2010.0,BRASIL,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,SENADOR PETRÔNIO PORTELLA,DECOLAGEM,REGULAR,LEVE,0,NÃO
2330,40227,INCIDENTE,VAZAMENTO DE OUTROS FLUIDOS,OUTROS | VAZAMENTO DE OUTROS FLUIDOS,AREALVA,"-48.92041480137069,-22.0247674986522,447.9803",-48.92041480137069,-22.0247674986522,447.9803,SP,São Paulo,Localizado na Região Sudeste,2010-04-12,1,NÃO,PTMFT,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-320,AT43,TURBOÉLICE,BIMOTOR,50.0,1992.0,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,REGULAR,NENHUM,0,NÃO
2331,42485,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,AREALVA,"-48.92041480137069,-22.0247674986522,447.9803",-48.92041480137069,-22.0247674986522,447.9803,SP,São Paulo,Localizado na Região Sudeste,2010-08-23,1,NÃO,PRPSD,REGULAR,AVIÃO,EMBRAER,EMB-120ER,E120,TURBOÉLICE,BIMOTOR,34.0,1989.0,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0,NÃO
2332,40228,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2010-04-12,1,NÃO,PTIDY,INSTRUÇÃO,AVIÃO,PIPER AIRCRAFT,PA-34-200,PA34,PISTÃO,BIMOTOR,7.0,1972.0,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,LEVE,0,NÃO
2333,41629,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2010-05-04,1,NÃO,PPFXG,INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,4.0,1988.0,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,INSTRUÇÃO,LEVE,0,NÃO
2334,42452,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2010-08-20,1,NÃO,PUVSB,EXPERIMENTAL,ULTRALEVE,FABRICANTE DESCONHECIDO,RANS S6,ULAC,PISTÃO,MONOMOTOR,0.0,0.0,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,EXPERIMENTAL,LEVE,0,NÃO
2335,45949,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SÃO JOSÉ DOS CAMPOS,"-45.8841754014597,-23.1840614993166,604.884689",-45.8841754014597,-23.1840614993166,604.884689,SP,São Paulo,Localizado na Região Sudeste,2012-06-24,1,NÃO,PREVJ,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,172S,C172,PISTÃO,MONOMOTOR,4.0,2006.0,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0,NÃO
